fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,promocion_activa,descuento_pct,precio_tiendanimal,precio_kiwoko,precio_zooplus,precio_comp_min,precio_comp_avg,precio_comp_max,precio_mercado_ref,stock_disponible,dias_sin_stock,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,dias_cobertura_stock,ingreso_estimado,margen_estimado_eur,var_precio_tiendanimal_1d,var_precio_kiwoko_1d,var_precio_zooplus_1d,var_precio_comp_min_7d,diferencia_precio_avg,alerta_bajada_competidor,alerta_precio_alto,oportunidad_subida_precio,alerta_stockout_riesgo,alerta_exceso_stock,ean
2024-07-23,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,19.87,6.09,696.0,0,0.0,16.14,21.76,19.25,16.14,19.05,21.76,19.56,76,0,1,7,30,0,0,0,7.0,6.0,9.0,6.71,6.97,1.0429,3.73,11.3,119.21,82.69,0.04,0.07,1.28,0.26,0.82,0,1,0,0,0,8410054001103
2024-07-24,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.17,6.09,696.0,0,0.0,16.05,20.32,19.07,16.05,18.48,20.32,19.62,73,0,2,7,30,0,0,0,6.0,6.0,4.0,6.71,6.87,1.0918,4.12,10.9,60.52,42.26,-0.09,-1.44,-0.18,0.26,1.7,0,1,0,0,0,8410054001103
2024-07-25,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.37,6.09,696.0,0,0.0,15.98,20.15,19.02,15.98,18.38,20.15,19.58,67,0,3,7,30,0,0,0,3.0,3.0,12.0,6.29,6.83,1.1083,4.39,10.7,122.24,85.72,-0.07,-0.17,-0.05,0.16,1.99,0,1,0,0,0,8410054001103
2024-07-26,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.15,6.09,696.0,0,0.0,15.95,20.29,18.98,15.95,18.41,20.29,19.56,64,0,4,7,30,0,0,0,6.0,7.0,9.0,6.71,6.63,1.0945,4.2,9.5,60.44,42.18,-0.03,0.15,-0.03,-0.3,1.74,0,1,0,0,0,8410054001103
2024-07-27,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,11,19.99,17.17,6.09,696.0,1,0.13,15.87,20.45,16.03,15.87,17.45,20.45,16.6,53,0,5,7,30,0,0,0,3.0,7.0,7.0,6.14,6.43,0.9841,1.3,8.6,188.9,121.95,-0.08,0.16,-2.96,-0.32,-0.28,0,0,0,0,0,8410054001103
2024-07-28,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,19.76,6.09,696.0,0,0.0,15.93,20.52,16.01,15.93,17.49,20.52,17.88,43,0,6,7,30,0,0,0,11.0,11.0,13.0,6.71,6.57,1.1298,3.83,6.4,197.55,136.69,0.06,0.07,-0.02,-0.26,2.27,0,1,0,1,0,8410054001103
2024-07-29,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.19,6.09,696.0,0,0.0,15.99,20.42,15.96,15.96,17.45,20.42,18.09,40,0,0,7,31,0,0,0,10.0,7.0,11.0,6.57,6.47,1.157,4.23,6.1,60.57,42.31,0.06,-0.1,-0.05,-0.14,2.74,0,1,0,1,0,8410054001103
2024-07-30,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.82,6.09,696.0,0,0.0,17.24,20.47,16.03,16.03,17.91,20.47,18.54,31,0,1,7,31,0,0,0,3.0,6.0,7.0,6.0,6.2,1.1068,3.8,5.2,178.42,123.64,1.25,0.05,0.07,-0.11,1.91,0,1,0,0,0,8410054001103
2024-07-31,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.25,6.09,696.0,0,0.0,17.27,20.47,16.08,16.08,17.94,20.47,18.76,28,0,2,7,31,0,0,0,9.0,3.0,6.0,6.43,6.27,1.1289,4.17,4.4,60.75,42.49,0.03,0.0,0.05,0.03,2.31,0,1,0,1,0,8410054001103
2024-08-01,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,19.62,6.09,696.0,0,0.0,17.36,20.49,16.1,16.1,17.98,20.49,18.49,96,0,3,8,31,0,0,0,3.0,6.0,1.0,6.43,6.17,1.0909,3.51,14.9,98.08,67.65,0.09,0.03,0.03,0.12,1.63,0,1,0,0,0,8410054001103
2024-08-02,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,19.76,6.09,696.0,0,0.0,17.29,20.41,19.76,17.29,19.15,20.41,19.76,90,0,4,8,31,0,0,0,5.0,3.0,4.0,6.29,6.3,1.0322,2.48,14.3,118.58,82.06,-0.07,-0.09,3.65,1.34,0.62,0,1,0,0,0,8410054001103
2024-08-03,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,15.33,6.09,696.0,1,0.24,17.19,20.38,19.76,17.19,19.11,20.38,18.48,87,0,5,8,31,0,0,0,6.0,11.0,7.0,6.71,6.37,0.8021,-1.86,13.0,45.99,27.73,-0.1,-0.03,0.01,1.32,-3.78,0,0,1,0,0,8410054001103
2024-08-04,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,20.07,6.09,696.0,0,0.0,17.28,20.37,19.87,17.28,19.17,20.37,19.96,77,0,6,8,31,0,0,0,3.0,10.0,12.0,5.57,6.23,1.0467,2.79,13.8,200.68,139.82,0.09,-0.01,0.1,1.35,0.9,0,1,0,0,0,8410054001103
2024-08-05,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.68,6.09,696.0,0,0.0,16.69,20.16,19.79,16.69,18.88,20.16,19.74,73,0,0,8,32,0,0,0,10.0,3.0,6.0,5.57,6.17,1.0424,2.99,13.1,78.71,54.36,-0.59,-0.21,-0.08,0.73,0.8,0,1,0,0,0,8410054001103
2024-08-06,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,7,19.99,20.2,6.09,696.0,0,0.0,16.66,20.2,19.71,16.66,18.86,20.2,19.96,66,0,1,8,32,0,0,0,4.0,9.0,6.0,5.71,6.1,1.071,3.54,11.6,141.39,98.78,-0.03,0.03,-0.08,0.63,1.34,0,1,0,0,0,8410054001103
2024-08-07,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,19.77,6.09,696.0,0,0.0,16.61,20.4,19.63,16.61,18.88,20.4,19.7,61,0,2,8,32,0,0,0,7.0,3.0,5.0,5.43,6.13,1.0474,3.17,11.2,98.86,68.43,-0.05,0.2,-0.08,0.53,0.9,0,1,0,0,0,8410054001103
2024-08-08,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.72,6.09,696.0,0,0.0,16.51,20.43,19.64,16.51,18.86,20.43,19.69,57,0,3,8,32,0,0,0,5.0,5.0,6.0,5.71,6.13,1.0456,3.21,10.0,78.88,54.54,-0.1,0.03,0.01,0.41,0.86,0,1,0,0,0,8410054001103
2024-08-09,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,19.69,6.09,696.0,0,0.0,16.55,20.49,19.66,16.55,18.89,20.49,19.67,51,0,4,8,32,0,0,0,4.0,6.0,8.0,5.57,6.07,1.0419,3.14,9.2,118.11,81.59,0.03,0.05,0.02,-0.74,0.79,0,1,0,0,0,8410054001103
2024-08-10,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,20.08,6.09,696.0,0,0.0,16.5,23.89,19.72,16.5,20.03,23.89,19.89,46,0,5,8,32,0,0,0,6.0,3.0,4.0,5.57,6.0,1.0022,3.57,8.3,100.38,69.95,-0.04,3.4,0.06,-0.69,0.04,0,1,0,0,0,8410054001103
2024-08-11,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,19.65,6.09,696.0,0,0.0,16.59,23.78,19.82,16.59,20.07,23.78,19.74,41,0,6,8,32,0,0,0,5.0,10.0,11.0,5.86,6.03,0.9792,3.06,7.0,98.25,67.82,0.09,-0.1,0.1,-0.69,-0.42,0,1,0,0,0,8410054001103
2024-08-12,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,19.74,6.09,696.0,0,0.0,16.49,23.74,19.92,16.49,20.05,23.74,19.82,31,0,0,8,33,0,0,0,5.0,4.0,6.0,5.14,5.83,0.9844,3.24,6.0,197.38,136.51,-0.1,-0.04,0.1,-0.19,-0.31,0,1,0,0,0,8410054001103
2024-08-13,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,20.16,6.09,696.0,0,0.0,16.56,20.77,19.83,16.56,19.06,20.77,19.99,27,0,1,8,33,0,0,0,10.0,7.0,4.0,6.0,5.97,1.0575,3.59,4.5,80.62,56.27,0.07,-2.97,-0.09,-0.1,1.1,0,1,0,1,0,8410054001103
2024-08-14,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,2,19.99,20.24,6.09,696.0,0,0.0,16.56,20.51,19.86,16.56,18.97,20.51,20.05,25,0,2,8,33,0,0,0,4.0,5.0,4.0,5.57,5.97,1.0669,3.69,4.5,40.48,28.31,-0.01,-0.26,0.03,-0.05,1.27,0,1,0,0,0,8410054001103
2024-08-15,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.97,6.09,696.0,0,0.0,16.56,20.5,19.77,16.56,18.95,20.5,19.87,21,0,3,8,33,1,0,0,2.0,4.0,6.0,5.14,5.9,1.0542,3.41,4.1,79.89,55.54,0.01,-0.01,-0.09,0.05,1.03,0,1,0,0,0,8410054001103
2024-08-16,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.8,6.09,696.0,0,0.0,16.49,20.44,19.89,16.49,18.95,20.44,19.84,52,0,4,8,33,0,0,0,4.0,6.0,6.0,5.14,5.83,1.045,3.3,10.1,178.19,123.41,-0.07,-0.06,0.12,-0.05,0.85,0,1,0,0,0,8410054001103
2024-08-17,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.35,6.09,696.0,0,0.0,18.27,20.56,19.93,18.27,19.58,20.56,20.14,46,0,5,8,33,0,0,0,9.0,5.0,3.0,5.57,5.93,1.0391,2.08,8.3,122.08,85.56,1.77,0.11,0.03,1.77,0.77,0,1,0,0,0,8410054001103
2024-08-18,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,7,19.99,19.78,6.09,696.0,0,0.0,18.25,22.99,19.94,18.25,20.39,22.99,19.86,39,0,6,8,33,0,0,0,6.0,5.0,7.0,5.71,6.03,0.9701,1.53,6.8,138.47,95.86,-0.02,2.43,0.01,1.66,-0.61,0,0,0,0,0,8410054001103
2024-08-19,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,16.29,6.09,696.0,1,0.2,18.17,20.96,20.13,18.17,19.76,20.96,19.15,30,0,0,8,34,0,0,0,7.0,10.0,7.0,6.0,6.03,0.8244,-1.89,5.0,146.57,91.79,-0.08,-2.03,0.19,1.68,-3.47,0,0,1,0,0,8410054001103
2024-08-20,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.15,6.09,696.0,0,0.0,18.24,20.95,18.43,18.24,19.21,20.95,19.29,27,0,1,8,34,0,0,0,9.0,4.0,11.0,5.86,6.1,1.0489,1.9,4.6,60.44,42.18,0.07,-0.01,-1.7,1.68,0.94,0,1,0,0,0,8410054001103
2024-08-21,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.09,6.09,696.0,0,0.0,18.33,20.98,18.25,18.25,19.19,20.98,19.22,21,0,2,8,34,0,0,0,3.0,2.0,7.0,5.71,5.83,1.0471,1.84,3.7,120.57,84.05,0.09,0.03,-0.18,1.7,0.9,0,1,0,0,0,8410054001103
2024-08-22,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,8,19.99,19.96,6.09,696.0,0,0.0,18.29,21.13,20.26,18.29,19.89,21.13,20.11,95,0,3,8,34,0,0,0,6.0,4.0,6.0,6.29,5.8,1.0035,1.67,15.1,159.71,111.02,-0.03,0.15,2.01,1.73,0.07,0,0,0,0,0,8410054001103
2024-08-23,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.19,6.09,696.0,0,0.0,18.34,21.05,20.24,18.34,19.88,21.05,20.22,89,0,4,8,34,0,0,0,8.0,9.0,3.0,6.86,5.87,1.0157,1.85,13.0,121.14,84.62,0.04,-0.08,-0.02,1.84,0.31,0,1,0,0,0,8410054001103
2024-08-24,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.73,6.09,696.0,0,0.0,19.62,21.18,20.0,19.62,20.27,21.18,19.86,85,0,5,8,34,0,0,0,6.0,6.0,6.0,6.43,5.97,0.9734,0.11,13.2,78.92,54.57,1.28,0.13,-0.24,1.35,-0.54,0,0,0,0,0,8410054001103
2024-08-25,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.82,6.09,696.0,0,0.0,19.78,21.31,19.91,19.78,20.34,21.31,19.86,76,0,6,8,34,0,0,0,4.0,7.0,3.0,6.14,5.9,0.9743,0.03,12.4,178.34,123.57,0.17,0.13,-0.09,1.53,-0.52,0,0,0,0,0,8410054001103
2024-08-26,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,2,19.99,17.91,6.09,696.0,1,0.12,19.92,21.16,19.91,19.91,20.33,21.16,19.91,74,0,0,8,35,0,0,0,9.0,9.0,11.0,6.43,6.1,0.8811,-2.0,11.5,35.82,23.65,0.14,-0.16,0.0,1.74,-2.42,0,0,1,0,0,8410054001103
2024-08-27,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,20.23,6.09,696.0,0,0.0,19.82,21.2,19.92,19.82,20.31,21.2,20.08,71,0,1,8,35,0,0,0,2.0,3.0,10.0,5.43,5.8,0.9961,0.41,13.1,60.7,42.44,-0.1,0.04,0.01,1.58,-0.08,0,0,0,0,0,8410054001103
2024-08-28,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,19.74,6.09,696.0,0,0.0,19.79,21.18,19.98,19.79,20.32,21.18,19.89,68,0,2,8,35,0,0,0,3.0,6.0,3.0,5.43,5.57,0.9713,-0.05,12.5,59.21,40.95,-0.03,-0.02,0.06,1.54,-0.58,0,0,0,0,0,8410054001103
2024-08-29,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,7,19.99,15.16,6.09,696.0,1,0.24,19.87,21.11,20.72,19.87,20.56,21.11,20.29,61,0,3,8,35,0,0,0,3.0,8.0,9.0,5.0,5.57,0.7374,-4.7,12.2,106.15,63.54,0.08,-0.07,0.74,1.57,-5.4,0,0,1,0,0,8410054001103
2024-08-30,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,15.2,6.09,696.0,1,0.24,19.71,21.12,20.91,19.71,20.58,21.12,20.31,56,0,4,8,35,0,0,0,7.0,6.0,3.0,4.86,5.5,0.7385,-4.51,11.5,76.0,45.56,-0.16,0.01,0.19,1.37,-5.38,0,0,1,0,0,8410054001103
2024-08-31,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,13,19.99,14.95,6.09,696.0,1,0.24,19.78,21.23,20.85,19.78,20.62,21.23,20.31,43,0,5,8,35,0,0,0,5.0,4.0,5.0,4.71,5.57,0.7247,-4.83,9.1,194.31,115.18,0.07,0.11,-0.06,0.17,-5.68,0,0,1,0,0,8410054001103
2024-09-01,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,14,19.99,20.07,6.09,696.0,0,0.0,19.79,21.51,20.82,19.79,20.71,21.51,20.45,121,0,6,9,35,0,0,0,13.0,9.0,6.0,6.0,5.83,0.9689,0.28,20.2,280.96,195.74,0.01,0.28,-0.03,0.01,-0.64,0,0,0,0,0,8410054001103
2024-09-02,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,13,19.99,19.83,6.09,696.0,0,0.0,20.06,21.55,20.81,20.06,20.81,21.55,20.43,108,0,0,9,36,0,0,0,14.0,2.0,3.0,6.71,6.1,0.9532,-0.23,16.1,257.84,178.71,0.27,0.03,-0.02,0.15,-0.97,0,0,0,0,0,8410054001103
2024-09-03,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,20.36,6.09,696.0,0,0.0,20.16,21.71,20.8,20.16,20.89,21.71,20.58,98,0,1,9,36,0,0,0,13.0,3.0,10.0,8.29,6.43,975.0,0.21,11.8,203.64,142.77,0.1,0.17,-0.01,0.33,-0.52,0,0,0,0,0,8410054001103
2024-09-04,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,8,19.99,20.25,6.09,696.0,0,0.0,19.99,21.75,20.62,19.99,20.79,21.75,20.43,90,0,2,9,36,0,0,0,10.0,3.0,4.0,9.29,6.43,0.9741,0.26,9.7,162.01,113.31,-0.17,0.03,-0.17,0.2,-0.54,0,0,0,0,0,8410054001103
2024-09-05,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,19.78,6.09,696.0,0,0.0,20.05,21.62,20.64,20.05,20.77,21.62,20.35,87,0,3,9,36,0,0,0,8.0,7.0,7.0,10.0,6.57,0.9523,-0.27,8.7,59.34,41.08,0.06,-0.12,0.02,0.18,-0.99,0,0,0,0,0,8410054001103
2024-09-06,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,20.34,6.09,696.0,0,0.0,20.17,19.58,20.5,19.58,20.09,20.5,20.26,78,0,4,9,36,0,0,0,3.0,5.0,5.0,9.43,6.43,1.0126,0.76,8.3,183.04,128.26,0.12,-2.04,-0.14,-0.13,0.25,0,0,0,0,0,8410054001103
2024-09-07,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.59,6.09,696.0,0,0.0,20.21,19.69,20.39,19.69,20.09,20.39,19.95,69,0,5,9,36,0,0,0,9.0,13.0,4.0,10.0,6.57,0.9749,-0.1,6.9,176.31,121.53,0.03,0.11,-0.11,-0.09,-0.5,0,0,0,1,0,8410054001103
2024-09-08,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,19.84,6.09,696.0,0,0.0,20.23,19.64,20.42,19.64,20.09,20.42,20.03,59,0,6,9,36,0,0,0,9.0,14.0,6.0,9.43,6.73,0.9875,0.2,6.3,198.42,137.56,0.03,-0.05,0.03,-0.15,-0.25,0,0,0,1,0,8410054001103
2024-09-09,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,19.83,6.09,696.0,0,0.0,20.26,19.56,20.29,19.56,20.03,20.29,20.05,49,0,0,9,37,0,0,0,10.0,13.0,5.0,8.86,6.87,0.99,0.28,5.5,198.33,137.47,0.03,-0.09,-0.13,-0.5,-0.2,0,0,0,1,0,8410054001103
2024-09-10,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.06,6.09,696.0,0,0.0,20.36,19.55,20.39,19.55,20.09,20.39,20.21,43,0,1,9,37,0,0,0,10.0,10.0,5.0,8.43,7.03,0.9983,0.51,5.1,120.36,83.84,0.1,-0.01,0.1,-0.61,-0.03,0,0,0,1,0,8410054001103
2024-09-11,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,19.83,6.09,696.0,0,0.0,20.38,24.22,20.23,20.23,21.61,24.22,20.31,37,0,2,9,37,0,0,0,6.0,8.0,10.0,7.86,7.07,0.9179,-0.4,4.7,119.0,82.48,0.03,4.67,-0.16,0.24,-1.77,0,0,1,1,0,8410054001103
2024-09-12,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.74,6.09,696.0,0,0.0,20.38,24.24,19.68,19.68,21.43,24.24,20.06,28,0,3,9,37,0,0,0,6.0,3.0,4.0,7.57,6.93,0.9209,0.06,3.7,177.64,122.86,0.0,0.03,-0.56,-0.37,-1.7,0,0,0,1,0,8410054001103
2024-09-13,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,12,19.99,15.18,6.09,696.0,1,0.24,20.42,24.37,19.6,19.6,21.46,24.37,20.01,16,0,4,9,37,0,0,0,9.0,9.0,2.0,8.43,7.1,0.7075,-4.42,1.9,182.18,109.14,0.03,0.13,-0.08,0.02,-6.28,0,0,1,1,0,8410054001103
2024-09-14,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,12,19.99,20.0,6.09,696.0,0,0.0,20.27,24.22,19.46,19.46,21.31,24.22,20.14,79,0,5,9,37,0,0,0,12.0,9.0,4.0,8.86,7.43,0.9384,0.54,8.9,239.98,166.95,-0.15,-0.16,-0.14,-0.23,-1.31,0,0,0,0,0,8410054001103
2024-09-15,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,20.21,6.09,696.0,0,0.0,20.27,24.28,19.41,19.41,21.32,24.28,20.24,74,0,6,9,37,0,0,0,12.0,10.0,9.0,9.29,7.7,0.9478,0.8,8.0,101.04,70.6,0.0,0.06,-0.05,-0.23,-1.11,0,0,0,0,0,8410054001103
2024-09-16,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,20.23,6.09,696.0,0,0.0,20.22,24.22,20.4,20.22,21.62,24.22,20.31,69,0,0,9,38,0,0,0,5.0,10.0,6.0,8.57,7.57,936.0,0.02,8.1,101.17,70.73,-0.05,-0.05,0.99,0.66,-1.38,0,0,0,0,0,8410054001103
2024-09-17,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,7,19.99,20.01,6.09,696.0,0,0.0,17.26,24.41,20.31,17.26,20.66,24.41,20.16,62,0,1,9,38,0,0,0,5.0,6.0,7.0,7.86,7.53,0.9684,2.75,7.9,140.05,97.45,-2.96,0.18,-0.09,-2.29,-0.65,1,1,0,0,0,8410054001103
2024-09-18,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,7,19.99,19.97,6.09,696.0,0,0.0,17.35,24.48,20.36,17.35,20.73,24.48,20.17,55,0,2,9,38,0,0,0,7.0,6.0,9.0,8.0,7.53,0.9635,2.63,6.9,139.81,97.2,0.09,0.07,0.05,-2.89,-0.76,1,1,0,1,0,8410054001103
2024-09-19,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,9,19.99,19.73,6.09,696.0,0,0.0,17.42,24.35,20.29,17.42,20.69,24.35,20.01,46,0,3,9,38,0,0,0,7.0,9.0,3.0,8.14,7.47,0.9538,2.3,5.7,177.56,122.78,0.08,-0.12,-0.08,-2.25,-0.96,1,1,0,1,0,8410054001103
2024-09-20,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,5,19.99,20.09,6.09,696.0,0,0.0,17.31,24.44,20.67,17.31,20.81,24.44,20.38,41,0,4,9,38,0,0,0,9.0,12.0,6.0,8.14,7.67,0.9653,2.77,5.0,100.43,70.0,-0.11,0.09,0.38,-2.29,-0.72,1,1,0,1,0,8410054001103
2024-09-21,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,13,19.99,15.26,6.09,696.0,1,0.24,17.25,24.48,20.68,17.25,20.8,24.48,18.96,28,0,5,9,38,0,0,0,5.0,12.0,8.0,7.14,7.63,0.7337,-1.99,3.9,198.38,119.25,-0.06,0.03,0.01,-2.21,-5.54,1,0,1,0,0,8410054001103
2024-09-22,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,20.02,6.09,696.0,0,0.0,17.37,24.49,20.61,17.37,20.82,24.49,20.31,18,0,6,9,38,0,0,0,13.0,5.0,6.0,7.29,7.8,0.9612,2.64,2.5,200.16,139.3,0.12,0.02,-0.07,-2.03,-0.81,1,1,0,0,0,8410054001103
2024-09-23,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.1,6.09,696.0,0,0.0,19.54,24.57,20.73,19.54,21.62,24.57,20.42,71,0,0,9,39,0,0,0,10.0,5.0,4.0,8.0,7.93,0.93,0.57,8.9,120.62,84.1,2.17,0.08,0.12,-0.68,-1.51,0,0,0,0,0,8410054001103
2024-09-24,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,10,19.99,19.79,6.09,696.0,0,0.0,19.43,24.69,20.79,19.43,21.64,24.69,20.29,61,0,1,9,39,0,0,0,6.0,7.0,9.0,8.14,8.0,0.9144,0.36,7.5,197.9,137.03,-0.1,0.12,0.06,2.17,-1.85,0,0,1,0,0,8410054001103
2024-09-25,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.7,6.09,696.0,0,0.0,19.46,24.69,20.73,19.46,21.62,24.69,20.22,57,0,2,9,39,0,0,0,10.0,7.0,2.0,8.57,8.03,0.9111,0.24,6.7,78.81,54.47,0.03,0.0,-0.06,2.11,-1.92,0,0,1,1,0,8410054001103
2024-09-26,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,20.38,6.09,696.0,0,0.0,19.41,24.8,20.51,19.41,21.57,24.8,20.45,53,0,3,9,39,0,0,0,4.0,9.0,3.0,8.14,8.1,0.9448,0.97,6.5,81.53,57.18,-0.05,0.1,-0.22,1.98,-1.19,0,0,0,1,0,8410054001103
2024-09-27,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,4,19.99,19.66,6.09,696.0,0,0.0,19.39,24.72,20.42,19.39,21.51,24.72,20.03,49,0,4,9,39,0,0,0,4.0,5.0,3.0,7.43,8.13,0.9139,0.27,6.6,78.64,54.29,-0.02,-0.08,-0.1,2.08,-1.85,0,0,1,0,0,8410054001103
2024-09-28,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,11,19.99,20.36,6.09,696.0,0,0.0,19.36,24.86,19.37,19.36,21.2,24.86,19.87,38,0,5,9,39,0,0,0,4.0,13.0,7.0,7.29,8.17,0.9606,1.01,5.2,224.0,157.05,-0.03,0.14,-1.04,2.1,-0.83,0,0,0,0,0,8410054001103
2024-09-29,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,17,19.99,19.63,6.09,696.0,0,0.0,19.28,23.61,19.4,19.28,20.76,23.61,19.51,21,0,6,9,39,0,0,0,11.0,10.0,5.0,7.0,8.3,0.9456,0.36,3.0,333.77,230.3,-0.08,-1.25,0.03,1.9,-1.13,0,0,0,0,0,8410054001103
2024-09-30,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,6,19.99,20.02,6.09,696.0,0,0.0,19.29,23.48,19.31,19.29,20.69,23.48,19.67,15,0,0,9,40,0,0,0,17.0,6.0,13.0,8.0,8.7,0.9676,0.73,1.9,120.15,83.63,0.02,-0.13,-0.09,-0.24,-0.67,0,0,0,0,0,8410054001103
2024-10-01,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,0,19.99,19.93,6.09,696.0,0,0.0,19.32,23.49,19.22,19.22,20.68,23.49,19.62,114,0,1,10,40,0,0,0,6.0,10.0,14.0,8.0,8.47,0.9638,0.71,14.2,0.0,0.0,0.03,0.01,-0.1,-0.22,-0.75,0,0,0,0,0,8410054001103
2024-10-02,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,3,19.99,19.77,6.09,696.0,0,0.0,19.4,23.39,19.66,19.4,20.82,23.39,19.71,111,0,2,10,40,0,0,0,0.0,4.0,13.0,6.57,8.0,0.9499,0.37,16.9,59.32,41.06,0.08,-0.1,0.44,-0.06,-1.04,0,0,0,0,0,8410054001103
2024-10-03,SKU-010,Arena aglomerante gato 15kg,Higiene,Amazon,1,19.99,20.08,6.09,696.0,0,0.0,19.5,23.51,19.65,19.5,20.89,23.51,19.86,110,0,3,10,40,0,0,0,3.0,4.0,10.0,6.43,7.67,0.9613,0.57,17.1,20.08,13.99,0.1,0.12,-0.01,0.1,-0.81,0,0,0,0,0,8410054001103
